year,location,educational_qualification,field_of_study,gender,age_group,population_group,median_income,number_graduates
2017,Newfoundland and Labrador,Undergraduate degree,Education [1],Woman,15 to 34 years,Not a visible minority,64500.0,170.0
2017,Newfoundland and Labrador,Undergraduate degree,Education [1],Woman,35 to 64 years,Not a visible minority,70700.0,30.0
2017,Newfoundland and Labrador,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,87400.0,220.0
2017,Newfoundland and Labrador,Undergraduate degree,Humanities [3],Man,15 to 34 years,Not a visible minority,31100.0,30.0
2017,Newfoundland and Labrador,Undergraduate degree,Humanities [3],Woman,15 to 34 years,Not a visible minority,46300.0,70.0
2017,Newfoundland and Labrador,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,55500.0,30.0
2017,Newfoundland and Labrador,Undergraduate degree,Physical and life sciences and technologies [6],Man,15 to 34 years,Not a visible minority,51300.0,50.0
2017,Newfoundland and Labrador,Undergraduate degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,36200.0,80.0
2017,Newfoundland and Labrador,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,40600.0,50.0
2017,Newfoundland and Labrador,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,39500.0,120.0
2017,Nova Scotia,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,38200.0,550.0
2017,Nova Scotia,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,52900.0,60.0
2017,Nova Scotia,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,37100.0,70.0
2017,Nova Scotia,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,37800.0,60.0
2017,Nova Scotia,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,37900.0,40.0
2017,Nova Scotia,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,35100.0,290.0
2017,Nova Scotia,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,41600.0,70.0
2017,Nova Scotia,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,25900.0,40.0
2017,Nova Scotia,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,29400.0,30.0
2017,Nova Scotia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,41500.0,50.0
2017,Nova Scotia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,51300.0,490.0
2017,Nova Scotia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,48700.0,40.0
2017,Nova Scotia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,42900.0,70.0
2017,Nova Scotia,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,35 to 64 years,Not a visible minority,31200.0,30.0
2017,Nova Scotia,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,42400.0,140.0
2017,Nova Scotia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,40700.0,260.0
2017,Nova Scotia,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,33600.0,50.0
2017,Nova Scotia,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,49300.0,130.0
2017,Nova Scotia,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,59800.0,50.0
2017,Nova Scotia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,52900.0,90.0
2017,Nova Scotia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,37600.0,30.0
2017,Nova Scotia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,30000.0,70.0
2017,Nova Scotia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,25500.0,60.0
2017,Nova Scotia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,42300.0,40.0
2017,Nova Scotia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,24800.0,40.0
2017,Nova Scotia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,30100.0,30.0
2017,Nova Scotia,Master's degree,"Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,61000.0,30.0
2017,Nova Scotia,Master's degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,80600.0,30.0
2017,Nova Scotia,Master's degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,79600.0,30.0
2017,Nova Scotia,Master's degree,"Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,99300.0,60.0
2017,Nova Scotia,Master's degree,"Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,143600.0,70.0
2017,Nova Scotia,Master's degree,"Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,84300.0,60.0
2017,Nova Scotia,Master's degree,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,99100.0,90.0
2017,Nova Scotia,Master's degree,Education [1],Man,15 to 34 years,Not a visible minority,101700.0,30.0
2017,Nova Scotia,Master's degree,Education [1],Man,35 to 64 years,Not a visible minority,106400.0,60.0
2017,Nova Scotia,Master's degree,Education [1],Woman,15 to 34 years,Not a visible minority,93400.0,140.0
2017,Nova Scotia,Master's degree,Education [1],Woman,35 to 64 years,Not a visible minority,104000.0,270.0
2017,Nova Scotia,Master's degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,81600.0,40.0
2017,Nova Scotia,Master's degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,85600.0,130.0
2017,Nova Scotia,Master's degree,Humanities [3],Woman,35 to 64 years,Not a visible minority,59000.0,20.0
2017,Nova Scotia,Master's degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,57300.0,40.0
2017,Nova Scotia,Master's degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,62700.0,40.0
2017,Nova Scotia,Master's degree,Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,112200.0,20.0
2017,Nova Scotia,Post-baccalaureate non-graduate diploma,"Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,58600.0,30.0
2017,Nova Scotia,Professional degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,120800.0,60.0
2017,Nova Scotia,Professional degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,109300.0,70.0
2017,Nova Scotia,Professional degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,96200.0,70.0
2017,Nova Scotia,Professional degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,99100.0,70.0
2017,Nova Scotia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,30200.0,30.0
2017,Nova Scotia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,35200.0,60.0
2017,Nova Scotia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,74100.0,240.0
2017,Nova Scotia,Undergraduate degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,70700.0,70.0
2017,Nova Scotia,Undergraduate degree,"Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,55000.0,480.0
2017,Nova Scotia,Undergraduate degree,"Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,53800.0,410.0
2017,Nova Scotia,Undergraduate degree,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,71500.0,30.0
2017,Nova Scotia,Undergraduate degree,Education [1],Man,15 to 34 years,Not a visible minority,66400.0,60.0
2017,Nova Scotia,Undergraduate degree,Education [1],Woman,15 to 34 years,Not a visible minority,60700.0,190.0
2017,Nova Scotia,Undergraduate degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,77200.0,80.0
2017,Nova Scotia,Undergraduate degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,80700.0,510.0
2017,Nova Scotia,Undergraduate degree,Health and related fields [10],Woman,35 to 64 years,Not a visible minority,104000.0,40.0
2017,Nova Scotia,Undergraduate degree,Humanities [3],Man,15 to 34 years,Not a visible minority,30500.0,60.0
2017,Nova Scotia,Undergraduate degree,Humanities [3],Woman,15 to 34 years,Not a visible minority,32300.0,150.0
2017,Nova Scotia,Undergraduate degree,Humanities [3],Woman,35 to 64 years,Not a visible minority,58000.0,30.0
2017,Nova Scotia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,72800.0,60.0
2017,Nova Scotia,Undergraduate degree,Other instructional programs [12],Woman,15 to 34 years,Not a visible minority,49800.0,20.0
2017,Nova Scotia,Undergraduate degree,Physical and life sciences and technologies [6],Man,15 to 34 years,Not a visible minority,43800.0,120.0
2017,Nova Scotia,Undergraduate degree,Physical and life sciences and technologies [6],Woman,15 to 34 years,Not a visible minority,41200.0,190.0
2017,Nova Scotia,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,50900.0,170.0
2017,Nova Scotia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,41900.0,480.0
2017,Nova Scotia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,29300.0,40.0
2017,Nova Scotia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,30000.0,100.0
2017,Ontario,"Career, technical or professional training certificate","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,45000.0,80.0
2017,Ontario,"Career, technical or professional training certificate","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,31800.0,260.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Arab,30400.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Black,40600.0,110.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Chinese,38900.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,35900.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Latin American,49800.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,44800.0,1790.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,36600.0,80.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,49600.0,110.0
2017,Ontario,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,45300.0,150.0
2017,Ontario,"Career, technical or professional training certificate","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,39500.0,120.0
2017,Ontario,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,40300.0,530.0
2017,Ontario,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,15 to 34 years,South Asian,30200.0,40.0
2017,Ontario,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,38000.0,170.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Man,15 to 34 years,Black,25400.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Man,15 to 34 years,Filipino,24800.0,20.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Man,15 to 34 years,Not a visible minority,31600.0,210.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Man,15 to 34 years,South Asian,28300.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Man,35 to 64 years,Not a visible minority,40100.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Arab,20100.0,20.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Black,31100.0,210.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Filipino,35600.0,90.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Latin American,22100.0,50.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,34200.0,1480.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,South Asian,23000.0,80.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Black,46600.0,60.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Filipino,57900.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,42200.0,270.0
2017,Ontario,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,South Asian,51800.0,20.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Man,15 to 34 years,Black,19500.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Man,15 to 34 years,Not a visible minority,24100.0,240.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Man,35 to 64 years,West Asian,18300.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,15 to 34 years,Black,37100.0,40.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,15 to 34 years,Not a visible minority,20700.0,410.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,15 to 34 years,South Asian,34400.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,15 to 34 years,West Asian,22200.0,20.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,35 to 64 years,Not a visible minority,39000.0,30.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,35 to 64 years,South Asian,31000.0,20.0
2017,Ontario,"Career, technical or professional training certificate",Humanities [3],Woman,35 to 64 years,West Asian,37900.0,40.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Black,27900.0,50.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Chinese,44600.0,20.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,45600.0,690.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,35 to 64 years,Not a visible minority,53200.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Chinese,32100.0,20.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Filipino,33900.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,15 to 34 years,Not a visible minority,36000.0,350.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,35 to 64 years,Chinese,21600.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,35 to 64 years,Filipino,49300.0,20.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,35 to 64 years,Not a visible minority,45000.0,60.0
2017,Ontario,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Woman,35 to 64 years,South Asian,31700.0,40.0
2017,Ontario,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,30200.0,50.0
2017,Ontario,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,21400.0,150.0
2017,Ontario,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Black,10100.0,30.0
2017,Ontario,"Career, technical or professional training certificate","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,19800.0,220.0
2017,Ontario,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,44600.0,360.0
2017,Ontario,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Man,35 to 64 years,Not a visible minority,77300.0,20.0
2017,Ontario,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,44100.0,450.0
2017,Ontario,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,35 to 64 years,Not a visible minority,46500.0,20.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Arab,35700.0,130.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Black,50100.0,260.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Chinese,42500.0,210.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,50900.0,180.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Korean,59300.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Latin American,58500.0,100.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Multiple visible minorities,49400.0,70.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,59400.0,4900.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,53600.0,370.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Southeast Asian,49800.0,80.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,"Visible minority, n.i.e.",45100.0,90.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,West Asian,56100.0,80.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Black,50500.0,70.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Chinese,57000.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,60600.0,260.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,35 to 64 years,South Asian,61500.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Black,48300.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Chinese,46700.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Filipino,55100.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Latin American,50200.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,53800.0,670.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,South Asian,70500.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,35 to 64 years,Black,43600.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Woman,35 to 64 years,Not a visible minority,57900.0,100.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Arab,47100.0,90.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Black,38500.0,240.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Chinese,40200.0,120.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Filipino,48200.0,130.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Latin American,36000.0,90.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Multiple visible minorities,43800.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,47000.0,1740.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,South Asian,42400.0,320.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Southeast Asian,46500.0,60.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,"Visible minority, n.i.e.",38300.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,West Asian,53200.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,35 to 64 years,Black,46600.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,46800.0,170.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,35 to 64 years,South Asian,55200.0,40.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Arab,25400.0,70.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Black,36700.0,400.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Chinese,37600.0,150.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Filipino,42000.0,250.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Latin American,36000.0,150.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Multiple visible minorities,43500.0,80.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,41700.0,3260.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,South Asian,39400.0,310.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Southeast Asian,46900.0,100.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,"Visible minority, n.i.e.",40200.0,50.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,West Asian,38100.0,100.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Arab,31600.0,30.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Black,31300.0,130.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Chinese,42100.0,90.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Latin American,38100.0,60.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,43800.0,500.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,South Asian,39000.0,80.0
2017,Ontario,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,West Asian,27100.0,30.0
2017,Ontario,"Career, technical or professional training diploma",Education [1],Man,15 to 34 years,Not a visible minority,40100.0,40.0
2017,Ontario,"Career, technical or professional training diploma",Education [1],Woman,15 to 34 years,Not a visible minority,39300.0,170.0
2017,Ontario,"Career, technical or professional training diploma",Education [1],Woman,35 to 64 years,Black,44900.0,30.0
2017,Ontario,"Career, technical or professional training diploma",Education [1],Woman,35 to 64 years,Not a visible minority,43500.0,50.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Black,30300.0,70.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Chinese,46500.0,70.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Filipino,42300.0,110.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Latin American,47100.0,20.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Multiple visible minorities,44900.0,30.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Not a visible minority,52400.0,1050.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,South Asian,51400.0,60.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,15 to 34 years,Southeast Asian,63300.0,20.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,35 to 64 years,Not a visible minority,53200.0,90.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Man,35 to 64 years,South Asian,50500.0,20.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Arab,48200.0,40.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Black,47600.0,230.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Chinese,50400.0,100.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Filipino,46300.0,170.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Latin American,48800.0,110.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Multiple visible minorities,52500.0,70.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,50700.0,3590.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,South Asian,49000.0,210.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Southeast Asian,54800.0,70.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,"Visible minority, n.i.e.",45400.0,40.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,West Asian,45200.0,40.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Black,54900.0,120.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Chinese,55600.0,50.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Filipino,61900.0,50.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,48500.0,500.0
2017,Ontario,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,South Asian,38300.0,100.0
